transaction_id,date,description,amount,currency,country_code,expected_merchant,expected_category,expected_mcc,expected_city,expected_postcode_area,difficulty,pattern,channel
TX302512,2026-03-04T13:13:00Z,ETSY.COM*GTE882J BELFAST GB,82.76,GBP,GB,Etsy,Shopping > Online Marketplace,5942,BELFAST,BT1,medium,ref_code,ecommerce
TX302513,2026-05-06T00:31:00Z,TRAINLINE MANCHESTER GB,12.72,GBP,GB,Trainline,Transport > Rail,4112,MANCHESTER,M4,easy,clean,card_present
TX302514,2026-03-17T05:21:00Z,LLOYDS PHARMACY 56,81.35,GBP,GB,Lloyds Pharmacy,Health > Pharmacy,5912,PLYMOUTH,PL1,hard,truncated,card_present
TX302515,2026-08-19T20:12:00Z,SUMUP  *COOPERS GARAGE LONDON GB,68.86,GBP,GB,Cooper's Garage,Transport > Vehicle Servicing,7538,LONDON,SE10,hard,psp_prefix,ecommerce
TX302516,2026-03-10T23:55:00Z,PAYPAL *THE RED LION SLOUGH GB,13.63,GBP,GB,The Red Lion,Food & Drink > Pubs & Bars,5813,SLOUGH,SL1,hard,psp_prefix,card_present
TX302517,2026-06-05T05:07:00Z,bRITisH HeaRT fdN MANCHESTER GB,19.29,GBP,GB,British Heart Foundation,Charity > Donations,8398,MANCHESTER,M4,medium,case_mixed,contactless
TX302518,2026-06-02T03:25:00Z,TRT*TAYLORS BOOKSHOP GLASGOW GB,197.38,GBP,GB,Taylor's Bookshop,Shopping > Books,5942,GLASGOW,G2,hard,psp_prefix,ecommerce
TX302519,2026-08-17T16:55:00Z,CURRYS 3587 SWANSEA,4.54,GBP,GB,Currys,Shopping > Electronics,5732,SWANSEA,SA1,hard,truncated,contactless
TX302520,2026-07-19T21:43:00Z,ITSU GROUP LTD CHESTER GB,20.78,GBP,GB,Itsu,Food & Drink > Fast Food,5814,CHESTER,CH1,medium,legal_entity,contactless
TX302521,2026-06-14T19:26:00Z,STONEGATE PUB CO UK LTD WOLVERHAMPTON GB,10.67,GBP,GB,Stonegate Pub Company,Food & Drink > Pubs & Bars,5813,WOLVERHAMPTON,WV1,medium,legal_entity,contactless
TX302522,2026-05-22T06:07:00Z,COSTCUTTER 6224 LONDON,3.29,GBP,GB,Costcutter,Groceries > Convenience Stores,5411,LONDON,SE1,hard,truncated,card_present
TX302523,2026-07-03T20:20:00Z,TUI UK BIRMINGHAM B2 GB,1047.63,GBP,GB,TUI,Travel > Tour Operators,4722,BIRMINGHAM,B2,easy,postcode_tail,ecommerce
TX302524,2026-04-23T21:10:00Z,STRIPE*THE SHIP INN LONDON GB,2.40,GBP,GB,The Ship Inn,Food & Drink > Pubs & Bars,5813,LONDON,E15,hard,psp_prefix,card_present
TX302525,2026-07-14T17:58:00Z,TESCO PFS 9149 PRE,167.77,GBP,GB,Tesco Petrol Filling Station,Transport > Fuel & Petrol,5541,PRESTON,PR1,hard,truncated,card_present
TX302526,2026-03-15T05:57:00Z,PREMIER INN*P59RV CROYDON GB,299.22,GBP,GB,Premier Inn,Travel > Hotels,7011,CROYDON,CR0,medium,ref_code,contactless
TX302527,2026-04-22T06:01:00Z,WELLPHARMACY HULL GB,192.39,GBP,GB,Well Pharmacy,Health > Pharmacy,5912,HULL,HU1,hard,no_space,card_present
TX302528,2026-07-21T01:22:00Z,SUBWAY BIRMINGHAM GB,36.12,GBP,GB,Subway,Food & Drink > Fast Food,5814,BIRMINGHAM,B5,easy,clean,contactless
TX302529,2026-07-23T06:52:00Z,O'BRIEN & SONS DENTAL PRACTICE*95B9AK LONDON GB,82.14,GBP,GB,O'Brien & Sons Dental Practice,Health > Dentists,8021,LONDON,W2,medium,ref_code,contactless
TX302530,2026-08-17T06:01:00Z,ESSO 8731 GLASGOW GB,121.20,GBP,GB,Esso,Transport > Fuel & Petrol,5541,GLASGOW,G1,easy,store_number,card_present
TX302531,2026-04-11T04:53:00Z,ANYTIME FITNESS 9619 BRIGHTON GB,39.53,GBP,GB,Anytime Fitness,Health > Gyms & Fitness,7997,BRIGHTON,BN1,easy,store_number,contactless
TX302532,2026-08-14T07:15:00Z,OSEI & SONS PHYSIOTHERAPY 5299 STOKE-ON-TRENT GB,5.07,GBP,GB,Osei & Sons Physiotherapy,Health > Physiotherapy,8049,STOKE-ON-TRENT,ST1,medium,store_number,contactless
TX302533,2026-03-12T21:06:00Z,aNYtimE fItness SOLIHULL GB,5.18,GBP,GB,Anytime Fitness,Health > Gyms & Fitness,7997,SOLIHULL,B91,medium,case_mixed,card_present
TX302534,2026-05-30T06:43:00Z,FULLERS PUBS 769 NOTTINGHAM GB,32.91,GBP,GB,Fuller's,Food & Drink > Pubs & Bars,5813,NOTTINGHAM,NG1,easy,store_number,contactless
TX302535,2026-08-13T15:30:00Z,THE SHIP INN CROYDON GB,14.53,GBP,GB,The Ship Inn,Food & Drink > Pubs & Bars,5813,CROYDON,CR0,medium,clean,card_present
TX302536,2026-07-31T07:03:00Z,WISE PAYMENTS LONDON GB,10.61,GBP,GB,Wise,Financial > Money Transfer,6012,LONDON,E14,easy,clean,ecommerce
TX302537,2026-05-27T16:51:00Z,SCOTRAIL 7596 BELFAST GB,24.76,GBP,GB,ScotRail,Transport > Rail,4112,BELFAST,BT2,easy,store_number,card_present
TX302538,2026-08-22T11:34:00Z,MCGREGORS MOT CENTRE 8285 BRISTOL GB,32.45,GBP,GB,Mcgregor's Mot Centre,Transport > Vehicle Servicing,7538,BRISTOL,BS1,medium,store_number,card_present
TX302539,2026-08-05T00:27:00Z,EXPEDIA*AY7K890C BIRMINGHAM GB,70.76,GBP,GB,Expedia,Travel > Online Travel Agency,4722,BIRMINGHAM,B1,medium,ref_code,ecommerce
TX302540,2026-05-29T09:10:00Z,STEAMGAMES.COM LEEDS GB,105.94,GBP,GB,Steam,Entertainment > Gaming,5816,LEEDS,LS2,easy,clean,ecommerce
TX302541,2026-07-11T06:50:00Z,WrIgHt & sOnS BuTCHErs HULL GB,20.05,GBP,GB,Wright & Sons Butchers,Groceries > Butchers,5422,HULL,HU1,medium,case_mixed,card_present
TX302542,2026-05-01T23:57:00Z,ZARA UK TID22068 MILTON KEYNES GB,476.39,GBP,GB,Zara,Shopping > Clothing,5651,MILTON KEYNES,MK9,medium,terminal_id,contactless
TX302543,2026-07-14T21:33:00Z,NANDOS 5487 BELFAST GB,38.66,GBP,GB,Nando's,Food & Drink > Restaurants,5812,BELFAST,BT2,easy,store_number,contactless
TX302544,2026-07-24T10:34:00Z,THE QUEENS HEAD 9048 BIRM,42.28,GBP,GB,The Queens Head,Food & Drink > Pubs & Bars,5813,BIRMINGHAM,B5,hard,truncated,contactless
TX302545,2026-08-13T00:46:00Z,EON NEXT LIMITED COVENTRY GB,44.93,GBP,GB,E.ON,Bills > Energy,4900,COVENTRY,CV1,medium,legal_entity,direct_debit
TX302546,2026-07-16T21:03:00Z,BURGERKING SALFORD GB,66.57,GBP,GB,Burger King,Food & Drink > Fast Food,5814,SALFORD,M50,hard,no_space,contactless
TX302547,2026-03-14T12:14:00Z,CINEWORLD*5T0QZ04G DURHAM GB,48.03,GBP,GB,Cineworld,Entertainment > Cinema,7832,DURHAM,DH1,medium,ref_code,contactless
TX302548,2026-07-30T09:34:00Z,PIZZAEXPRESS HULL GB,53.26,GBP,GB,PizzaExpress,Food & Drink > Restaurants,5812,HULL,HU1,easy,clean,card_present
TX302549,2026-07-30T22:35:00Z,HMRC LONDON GB,39.78,GBP,GB,HM Revenue & Customs,Government > Tax,9311,LONDON,NW1,easy,clean,direct_debit
TX302550,2026-08-22T00:27:00Z,ADDISON LEE 9894 S,81.02,GBP,GB,Addison Lee,Transport > Taxi,4121,SLOUGH,SL1,hard,truncated,contactless
TX302551,2026-05-21T04:21:00Z,JD SPORTS 1929 SUN,6.97,GBP,GB,JD Sports,Shopping > Sporting Goods,5941,SUNDERLAND,SR1,hard,truncated,card_present
TX302552,2026-05-27T21:56:00Z,LNER LONDON GB,65.15,GBP,GB,LNER,Transport > Rail,4112,LONDON,NW1,easy,clean,contactless
TX302553,2026-05-13T06:08:00Z,TOBY CARVERY*KVNF3T SOUTHAMPTON GB,73.64,GBP,GB,Toby Carvery,Food & Drink > Restaurants,5812,SOUTHAMPTON,SO14,medium,ref_code,contactless
TX302554,2026-04-12T05:03:00Z,E H BOOTH & CO 5883 LEEDS,111.72,GBP,GB,Booths,Groceries > Supermarkets,5411,LEEDS,LS2,hard,truncated,contactless
TX302555,2026-06-09T21:32:00Z,dUneLm LONDON GB,119.81,GBP,GB,Dunelm,Shopping > Home & Garden,5200,LONDON,EC2M,medium,case_mixed,ecommerce
TX302556,2026-03-09T03:20:00Z,O2 UK EDINBURGH,144.64,GBP,GB,O2,Bills > Mobile,4814,EDINBURGH,EH2,hard,truncated,direct_debit
TX302557,2026-07-19T19:19:00Z,WP*HUSSAIN BARBERS IPSWICH GB,17.80,GBP,GB,Hussain Barbers,Personal Care > Hairdressing,7230,IPSWICH,IP1,hard,psp_prefix,ecommerce
TX302558,2026-03-14T09:11:00Z,THE RANGE*QCTRER59 BIRMINGHAM GB,423.73,GBP,GB,The Range,Shopping > Home & Garden,5200,BIRMINGHAM,B2,medium,ref_code,card_present
TX302559,2026-06-11T08:30:00Z,ZETTLE_*SMITH & SONS BAKERY BOLTON GB,46.18,GBP,GB,Smith & Sons Bakery,Food & Drink > Bakeries,5462,BOLTON,BL1,hard,psp_prefix,card_present
TX302560,2026-03-25T12:34:00Z,AMZN Mktp UK LONDON GB,139.56,GBP,GB,Amazon,Shopping > Online Marketplace,5942,LONDON,EC1A,easy,clean,ecommerce
TX302561,2026-07-27T10:19:00Z,EASYJET BRIGHTON GB,347.94,GBP,GB,easyJet,Travel > Airlines,3000,BRIGHTON,BN1,easy,clean,card_present
TX302562,2026-07-19T00:57:00Z,OSEIS PHYSIOTHERAPY 5280 CHESTER GB,111.21,GBP,GB,Osei's Physiotherapy,Health > Physiotherapy,8049,CHESTER,CH1,medium,store_number,contactless
TX302563,2026-07-03T14:12:00Z,HMRC*YJMQY NORWICH GB,230.98,GBP,GB,HM Revenue & Customs,Government > Tax,9311,NORWICH,NR1,medium,ref_code,standing_order
TX302564,2026-08-13T14:45:00Z,RSPC SOLIHULL GB,5.63,GBP,GB,RSPCA,Charity > Donations,8398,SOLIHULL,B91,hard,vowel_dropped,contactless
TX302565,2026-07-01T15:07:00Z,SUMUP  *BEGUM BAKERY HULL GB,31.31,GBP,GB,Begum Bakery,Food & Drink > Bakeries,5462,HULL,HU1,hard,psp_prefix,contactless
TX302566,2026-06-02T14:08:00Z,BT GROUP PLC OXFORD GB,67.71,GBP,GB,BT,Bills > Broadband,4814,OXFORD,OX1,easy,clean,direct_debit
TX302567,2026-07-19T19:39:00Z,THREE UK SALFORD GB,218.14,GBP,GB,Three,Bills > Mobile,4814,SALFORD,M50,easy,clean,direct_debit
TX302568,2026-04-19T15:48:00Z,CASH WITHDRAWAL LINK LONDON GB,431.37,GBP,GB,LINK ATM,Financial > Cash Withdrawal,6011,LONDON,WC1B,easy,clean,atm
TX302569,2026-04-08T05:31:00Z,COSTCUTTER UK LTD BRISTOL GB,44.13,GBP,GB,Costcutter,Groceries > Convenience Stores,5411,BRISTOL,BS1,medium,legal_entity,card_present
TX302570,2026-05-15T19:29:00Z,WICKES BUILDING NOTTINGHAM NG1 GB,143.35,GBP,GB,Wickes,Shopping > Home Improvement,5211,NOTTINGHAM,NG1,easy,postcode_tail,contactless
TX302571,2026-06-23T14:54:00Z,THREE UK LTD STOCKPORT GB,77.42,GBP,GB,Three,Bills > Mobile,4814,STOCKPORT,SK1,medium,legal_entity,direct_debit
TX302572,2026-07-14T21:28:00Z,THE RANGE PLC SHEFFIELD GB,4.95,GBP,GB,The Range,Shopping > Home & Garden,5200,SHEFFIELD,S1,medium,legal_entity,contactless
TX302573,2026-04-04T07:24:00Z,HARRODS LTD 3157 COV,4.80,GBP,GB,Harrods,Shopping > Department Stores,5311,COVENTRY,CV1,hard,truncated,card_present
TX302574,2026-07-05T15:14:00Z,NINTENDO SOLIHULL GB,103.10,GBP,GB,Nintendo,Entertainment > Gaming,5816,SOLIHULL,B91,easy,clean,ecommerce
TX302575,2026-04-17T22:51:00Z,REVOLUT*QLRC9B3 BELFAST GB,83.38,GBP,GB,Revolut,Financial > Banking,6012,BELFAST,BT1,medium,ref_code,ecommerce
TX302576,2026-04-25T05:24:00Z,OVO ENERGY PRESTON GB,276.54,GBP,GB,OVO Energy,Bills > Energy,4900,PRESTON,PR1,easy,clean,direct_debit
TX302577,2026-04-27T17:50:00Z,FIVE GUYS GROUP LTD IPSWICH GB,15.96,GBP,GB,Five Guys,Food & Drink > Fast Food,5814,IPSWICH,IP1,medium,legal_entity,card_present
TX302578,2026-04-02T02:23:00Z,SP *THE OLD MILL CAFE DERBY GB,25.08,GBP,GB,The Old Mill Cafe,Food & Drink > Cafes & Coffee Shops,5814,DERBY,DE1,hard,psp_prefix,contactless
TX302579,2026-08-06T21:59:00Z,THE RNG CARDIFF GB,138.19,GBP,GB,The Range,Shopping > Home & Garden,5200,CARDIFF,CF10,hard,vowel_dropped,contactless
TX302580,2026-08-22T06:30:00Z,PAPA JOHNS PLC LONDON GB,31.34,GBP,GB,Papa John's,Food & Drink > Fast Food,5814,LONDON,N1,medium,legal_entity,contactless
TX302581,2026-08-01T19:19:00Z,ICELAND FOODS UK LTD MANCHESTER GB,3.24,GBP,GB,Iceland,Groceries > Frozen Food,5411,MANCHESTER,M3,medium,legal_entity,ecommerce
TX302582,2026-03-08T00:04:00Z,PAYPAL LONDON GB,68.59,GBP,GB,PayPal,Financial > Payment Services,6012,LONDON,SW1A,easy,clean,ecommerce
TX302583,2026-04-28T04:23:00Z,SLUG AND LETTUCE LTD BOLTON GB,13.87,GBP,GB,Slug and Lettuce,Food & Drink > Pubs & Bars,5813,BOLTON,BL1,medium,legal_entity,card_present
TX302584,2026-07-17T19:54:00Z,SP *THE SWAN HOTEL IPSWICH GB,39.89,GBP,GB,The Swan Hotel,Food & Drink > Pubs & Bars,5813,IPSWICH,IP1,hard,psp_prefix,card_present
TX302585,2026-06-04T17:13:00Z,RYANAIR 4510 GLASGOW GB,28.00,GBP,GB,Ryanair,Travel > Airlines,3000,GLASGOW,G1,easy,store_number,card_present
TX302586,2026-04-08T23:45:00Z,SONY PLAYSTATION BATH GB,99.47,GBP,GB,PlayStation Network,Entertainment > Gaming,5816,BATH,BA1,easy,clean,ecommerce
TX302587,2026-04-24T10:04:00Z,STARLING BANK LTD LEEDS GB,168.61,GBP,GB,Starling Bank,Financial > Banking,6012,LEEDS,LS1,medium,legal_entity,ecommerce
TX302588,2026-08-18T09:13:00Z,HELLOFRESH NORWICH,7.17,GBP,GB,HelloFresh,Food & Drink > Meal Kits,5812,NORWICH,NR1,hard,truncated,ecommerce
TX302589,2026-08-24T11:05:00Z,SUMUP  *COOPER & SONS FLORIST LONDON GB,194.44,GBP,GB,Cooper & Sons Florist,Shopping > Florists,5992,LONDON,E14,hard,psp_prefix,ecommerce
TX302590,2026-03-04T19:53:00Z,MCGREGORS HAIR STUDIO LIMITED MANCHESTER GB,12.67,GBP,GB,Mcgregor's Hair Studio,Personal Care > Hairdressing,7230,MANCHESTER,M3,medium,legal_entity,contactless
TX302591,2026-05-15T14:13:00Z,ALL BAR ONE LONDON SW1A GB,3.30,GBP,GB,All Bar One,Food & Drink > Pubs & Bars,5813,LONDON,SW1A,easy,postcode_tail,contactless
TX302592,2026-03-31T15:31:00Z,PAYPAL *THE BULL INN LIVERPOOL GB,13.86,GBP,GB,The Bull Inn,Food & Drink > Pubs & Bars,5813,LIVERPOOL,L2,hard,psp_prefix,contactless
TX302593,2026-07-06T11:14:00Z,DISNEY PLUS*S533YY LONDON GB,106.20,GBP,GB,Disney+,Entertainment > Streaming,5815,LONDON,WC1B,medium,ref_code,ecommerce
TX302594,2026-06-29T10:28:00Z,GREENE KING LONDON GB,2.40,GBP,GB,Greene King,Food & Drink > Pubs & Bars,5813,LONDON,SW1A,easy,clean,ecommerce
TX302595,2026-05-07T01:35:00Z,APPLE STORE 2602 CHESTER GB,382.13,GBP,GB,Apple Store,Shopping > Electronics,5732,CHESTER,CH1,easy,store_number,ecommerce
TX302596,2026-07-14T08:47:00Z,BURGERKING LONDON GB,4.63,GBP,GB,Burger King,Food & Drink > Fast Food,5814,LONDON,E14,hard,no_space,contactless
TX302597,2026-07-14T02:24:00Z,TOBYCARVERY SOLIHULL GB,17.91,GBP,GB,Toby Carvery,Food & Drink > Restaurants,5812,SOLIHULL,B91,hard,no_space,contactless
TX302598,2026-05-05T11:54:00Z,NATIONAL EXPRESS IPSWICH IP1 GB,5.70,GBP,GB,National Express,Transport > Coach & Bus,4131,IPSWICH,IP1,easy,postcode_tail,contactless
TX302599,2026-06-08T07:01:00Z,CINEWORLD 960 LONDON,127.32,GBP,GB,Cineworld,Entertainment > Cinema,7832,LONDON,E15,hard,truncated,contactless
TX302600,2026-08-06T15:56:00Z,THEROYALOAK LUTON GB,80.52,GBP,GB,The Royal Oak,Food & Drink > Pubs & Bars,5813,LUTON,LU1,hard,no_space,card_present
TX302601,2026-08-24T15:00:00Z,ADIDAS UK LIMITED PLYMOUTH GB,10.29,GBP,GB,Adidas,Shopping > Sporting Goods,5941,PLYMOUTH,PL1,medium,legal_entity,contactless
TX302602,2026-07-30T09:37:00Z,IZ *THE CROWN INN LUTON GB,35.74,GBP,GB,The Crown Inn,Food & Drink > Pubs & Bars,5813,LUTON,LU1,hard,psp_prefix,card_present
TX302603,2026-05-24T05:19:00Z,RSPCA TID14020 BELFAST GB,2.01,GBP,GB,RSPCA,Charity > Donations,8398,BELFAST,BT2,medium,terminal_id,card_present
TX302604,2026-07-21T17:08:00Z,KLARNA CARDIFF GB,135.40,GBP,GB,Klarna,Financial > Buy Now Pay Later,6012,CARDIFF,CF10,easy,clean,ecommerce
TX302605,2026-03-07T12:24:00Z,NNDS SOLIHULL GB,36.53,GBP,GB,Nando's,Food & Drink > Restaurants,5812,SOLIHULL,B91,hard,vowel_dropped,card_present
TX302606,2026-04-06T11:06:00Z,EVANSS TAKEAWAY MILTON KEYNES MK9 GB,3.78,GBP,GB,Evans's Takeaway,Food & Drink > Takeaway,5814,MILTON KEYNES,MK9,medium,postcode_tail,contactless
TX302607,2026-06-13T09:22:00Z,RYNR LONDON GB,678.15,GBP,GB,Ryanair,Travel > Airlines,3000,LONDON,EC1A,hard,vowel_dropped,contactless
TX302608,2026-03-21T15:18:00Z,MARKS&SPENCER PLC LIVERPOOL GB,418.94,GBP,GB,Marks & Spencer,Shopping > Department Stores,5311,LIVERPOOL,L1,easy,clean,card_present
TX302609,2026-03-27T20:32:00Z,BRITISH HEART FDN NEWCASTLE UPON TYNE NE1 GB,2.07,GBP,GB,British Heart Foundation,Charity > Donations,8398,NEWCASTLE UPON TYNE,NE1,easy,postcode_tail,card_present
TX302610,2026-03-07T15:54:00Z,UBER *EATS BIRMINGHAM GB,56.34,GBP,GB,Uber Eats,Food & Drink > Food Delivery,5812,BIRMINGHAM,B2,easy,clean,contactless
TX302611,2026-04-11T07:30:00Z,ICELAND FOODS LTD SALFORD GB,69.11,GBP,GB,Iceland,Groceries > Frozen Food,5411,SALFORD,M50,medium,legal_entity,card_present
TX302612,2026-05-22T01:47:00Z,CINEWORLD*LL63EX DERBY GB,43.96,GBP,GB,Cineworld,Entertainment > Cinema,7832,DERBY,DE1,medium,ref_code,card_present
TX302613,2026-06-07T12:02:00Z,ADIDAS UK LONDON GB,65.59,GBP,GB,Adidas,Shopping > Sporting Goods,5941,LONDON,SW6,easy,clean,card_present
TX302614,2026-05-08T23:28:00Z,H&M STOCKPORT GB,13.24,GBP,GB,H&M,Shopping > Clothing,5651,STOCKPORT,SK1,easy,clean,card_present
TX302615,2026-06-20T19:01:00Z,THE POTTING SHED CAFE 6592 LIVERPOOL GB,39.43,GBP,GB,The Potting Shed Cafe,Food & Drink > Cafes & Coffee Shops,5814,LIVERPOOL,L1,medium,store_number,ecommerce
TX302616,2026-08-06T17:19:00Z,AVANTI WEST COAST 4304 GLASGOW GB,23.60,GBP,GB,Avanti West Coast,Transport > Rail,4112,GLASGOW,G1,easy,store_number,contactless
TX302617,2026-08-26T20:10:00Z,OXFAM 416 BIRMINGHAM,83.81,GBP,GB,Oxfam,Charity > Donations,8398,BIRMINGHAM,B5,hard,truncated,card_present
TX302618,2026-08-13T05:57:00Z,SpOTifY uK BIRMINGHAM GB,160.83,GBP,GB,Spotify,Entertainment > Music Streaming,5815,BIRMINGHAM,B5,medium,case_mixed,ecommerce
TX302619,2026-05-09T23:59:00Z,NATWESTATM HULL GB,156.52,GBP,GB,NatWest ATM,Financial > Cash Withdrawal,6011,HULL,HU1,hard,no_space,atm
TX302620,2026-08-04T02:41:00Z,THE HIDEAWAY CAFE TID60933 GLASGOW GB,3.85,GBP,GB,The Hideaway Cafe,Food & Drink > Cafes & Coffee Shops,5814,GLASGOW,G2,medium,terminal_id,ecommerce
TX302621,2026-07-03T02:10:00Z,ENGLISH HERITAGE 5256 LONDON GB,28.78,GBP,GB,English Heritage,Entertainment > Attractions,7991,LONDON,SW6,easy,store_number,contactless
TX302622,2026-04-18T19:38:00Z,OVo eneRGY BATH GB,9.00,GBP,GB,OVO Energy,Bills > Energy,4900,BATH,BA1,medium,case_mixed,standing_order
TX302623,2026-08-25T00:51:00Z,ETSY.COM LONDON GB,196.89,GBP,GB,Etsy,Shopping > Online Marketplace,5942,LONDON,W1D,easy,clean,ecommerce
TX302624,2026-07-06T15:39:00Z,MGBS SALFORD GB,80.97,GBP,GB,Megabus,Transport > Coach & Bus,4131,SALFORD,M50,hard,vowel_dropped,card_present
TX302625,2026-06-28T23:16:00Z,CORneR HOUSE CafE BELFAST GB,35.78,GBP,GB,Corner House Cafe,Food & Drink > Cafes & Coffee Shops,5814,BELFAST,BT2,medium,case_mixed,card_present
TX302626,2026-04-01T10:33:00Z,BRITISH HEART FDN*JP28EEY NOTTINGHAM GB,59.43,GBP,GB,British Heart Foundation,Charity > Donations,8398,NOTTINGHAM,NG1,medium,ref_code,contactless
TX302627,2026-06-20T22:33:00Z,NATWEST ATM PRESTON GB,11.98,GBP,GB,NatWest ATM,Financial > Cash Withdrawal,6011,PRESTON,PR1,easy,clean,atm
TX302628,2026-08-16T15:46:00Z,STONEGATE PUB CO LONDON GB,3.35,GBP,GB,Stonegate Pub Company,Food & Drink > Pubs & Bars,5813,LONDON,EC1A,easy,clean,card_present
TX302629,2026-05-30T09:38:00Z,YNGS PUBS NORWICH GB,2.50,GBP,GB,Young's,Food & Drink > Pubs & Bars,5813,NORWICH,NR1,hard,vowel_dropped,ecommerce
TX302630,2026-06-29T02:15:00Z,PAPA JOHNS CROYDON GB,27.37,GBP,GB,Papa John's,Food & Drink > Fast Food,5814,CROYDON,CR0,easy,clean,contactless
TX302631,2026-07-13T11:20:00Z,TOBY CARVERY 3055 LONDON GB,6.00,GBP,GB,Toby Carvery,Food & Drink > Restaurants,5812,LONDON,SE10,easy,store_number,contactless
TX302632,2026-07-05T23:49:00Z,BRITISH HEART FDN OXFORD OX1 GB,5.49,GBP,GB,British Heart Foundation,Charity > Donations,8398,OXFORD,OX1,easy,postcode_tail,ecommerce
TX302633,2026-04-08T06:40:00Z,TV LICENCE LONDON,9.52,GBP,GB,TV Licensing,Bills > TV Licence,9399,LONDON,E14,hard,truncated,direct_debit
TX302634,2026-06-03T21:29:00Z,TK MAXX LONDON GB,66.93,GBP,GB,TK Maxx,Shopping > Discount Retail,5651,LONDON,WC1B,easy,clean,card_present
TX302635,2026-04-11T00:00:00Z,NETFLIX.COM IPSWICH GB,32.02,GBP,GB,Netflix,Entertainment > Streaming,5815,IPSWICH,IP1,easy,clean,ecommerce
TX302636,2026-04-17T19:36:00Z,THE HIDEAWAY CAFE 6667 LONDON GB,24.50,GBP,GB,The Hideaway Cafe,Food & Drink > Cafes & Coffee Shops,5814,LONDON,WC1B,medium,store_number,card_present
TX302637,2026-07-20T18:50:00Z,PATISSERIE VALERIE 6082 LONDON GB,4.32,GBP,GB,Patisserie Valerie,Food & Drink > Cafes & Coffee Shops,5814,LONDON,W2,easy,store_number,contactless
TX302638,2026-06-11T10:40:00Z,TRT*BLUEBIRD CAFE LONDON GB,59.22,GBP,GB,Bluebird Cafe,Food & Drink > Cafes & Coffee Shops,5814,LONDON,E14,hard,psp_prefix,card_present
TX302639,2026-08-05T11:16:00Z,E H BOOTH & CO BIRMINGHAM GB,72.76,GBP,GB,Booths,Groceries > Supermarkets,5411,BIRMINGHAM,B2,easy,clean,ecommerce
TX302640,2026-05-14T05:24:00Z,FARMFOODS MANCHESTER GB,118.23,GBP,GB,Farmfoods,Groceries > Frozen Food,5411,MANCHESTER,M4,easy,clean,card_present
TX302641,2026-04-03T10:05:00Z,WELL PHARMACY 8167 LIVERPOOL GB,141.19,GBP,GB,Well Pharmacy,Health > Pharmacy,5912,LIVERPOOL,L2,easy,store_number,contactless
TX302642,2026-04-07T15:54:00Z,ASDA SUPERSTORE*16EFW1 GLASGOW GB,89.24,GBP,GB,Asda,Groceries > Supermarkets,5411,GLASGOW,G2,medium,ref_code,card_present
TX302643,2026-07-16T12:23:00Z,PREMIER STORES ABERDEEN GB,3.65,GBP,GB,Premier Stores,Groceries > Convenience Stores,5411,ABERDEEN,AB10,easy,clean,ecommerce
TX302644,2026-08-20T20:49:00Z,EXPEDIA*DNSDZL LIVERPOOL GB,585.50,GBP,GB,Expedia,Travel > Online Travel Agency,4722,LIVERPOOL,L1,medium,ref_code,ecommerce
TX302645,2026-08-14T04:15:00Z,AHMED NEWSAGENTS 6925 LEEDS GB,116.89,GBP,GB,Ahmed Newsagents,Shopping > Newsagents,5994,LEEDS,LS2,medium,store_number,contactless
TX302646,2026-03-07T23:13:00Z,CFF NERO CHESTER GB,6.95,GBP,GB,Caffè Nero,Food & Drink > Cafes & Coffee Shops,5814,CHESTER,CH1,hard,vowel_dropped,card_present
TX302647,2026-03-07T07:20:00Z,EASYJET 4433 HULL GB,365.28,GBP,GB,easyJet,Travel > Airlines,3000,HULL,HU1,easy,store_number,card_present
TX302648,2026-08-12T13:15:00Z,MICROSOFT*STORE LOND,80.14,GBP,GB,Microsoft,Software > Productivity,5817,LONDON,E1,hard,truncated,ecommerce
TX302649,2026-06-17T08:53:00Z,LNER LONDON GB,12.84,GBP,GB,LNER,Transport > Rail,4112,LONDON,SW6,easy,clean,card_present
TX302650,2026-08-20T16:25:00Z,DUNELM DERBY GB,54.13,GBP,GB,Dunelm,Shopping > Home & Garden,5200,DERBY,DE1,easy,clean,contactless
TX302651,2026-06-24T17:02:00Z,ANGLIAN WATER*373E4H2 EDINBURGH GB,24.62,GBP,GB,Anglian Water,Bills > Water,4900,EDINBURGH,EH2,medium,ref_code,direct_debit
TX302652,2026-03-02T09:12:00Z,HOUSE OF FRASER LONDON GB,149.21,GBP,GB,House of Fraser,Shopping > Department Stores,5311,LONDON,W2,easy,clean,ecommerce
TX302653,2026-06-19T23:44:00Z,NISa LOCAl LONDON GB,38.72,GBP,GB,Nisa Local,Groceries > Convenience Stores,5411,LONDON,NW1,medium,case_mixed,card_present
TX302654,2026-08-19T13:26:00Z,HELLOFRESH*3C7YWH4 EXETER GB,27.93,GBP,GB,HelloFresh,Food & Drink > Meal Kits,5812,EXETER,EX1,medium,ref_code,ecommerce
TX302655,2026-04-04T04:57:00Z,BRITISH AIRWAYS*KU9XB NEWPORT GB,484.88,GBP,GB,British Airways,Travel > Airlines,3000,NEWPORT,NP20,medium,ref_code,contactless
TX302656,2026-07-20T10:12:00Z,COfFee #1 IPSWICH GB,40.47,GBP,GB,Coffee#1,Food & Drink > Cafes & Coffee Shops,5814,IPSWICH,IP1,medium,case_mixed,contactless
